quantile,value,type,location,target,forecast_date,target_end_date
,13,point,31,3 wk ahead inc death,2020-06-28,2020-07-18
,11,point,31,4 wk ahead inc death,2020-06-28,2020-07-25
,18,point,33,1 wk ahead inc death,2020-06-28,2020-07-04
,14,point,33,2 wk ahead inc death,2020-06-28,2020-07-11
,12,point,33,3 wk ahead inc death,2020-06-28,2020-07-18
,10,point,33,4 wk ahead inc death,2020-06-28,2020-07-25
,321,point,34,1 wk ahead inc death,2020-06-28,2020-07-04
,194,point,34,2 wk ahead inc death,2020-06-28,2020-07-11
,114,point,34,3 wk ahead inc death,2020-06-28,2020-07-18
,63,point,34,4 wk ahead inc death,2020-06-28,2020-07-25
,24,point,35,1 wk ahead inc death,2020-06-28,2020-07-04
,22,point,35,2 wk ahead inc death,2020-06-28,2020-07-11
,22,point,35,3 wk ahead inc death,2020-06-28,2020-07-18
,20,point,35,4 wk ahead inc death,2020-06-28,2020-07-25
,26,point,32,1 wk ahead inc death,2020-06-28,2020-07-04
,31,point,32,2 wk ahead inc death,2020-06-28,2020-07-11
,40,point,32,3 wk ahead inc death,2020-06-28,2020-07-18
,47,point,32,4 wk ahead inc death,2020-06-28,2020-07-25
,211,point,36,1 wk ahead inc death,2020-06-28,2020-07-04
,175,point,36,2 wk ahead inc death,2020-06-28,2020-07-11
,148,point,36,3 wk ahead inc death,2020-06-28,2020-07-18
,125,point,36,4 wk ahead inc death,2020-06-28,2020-07-25
,136,point,39,1 wk ahead inc death,2020-06-28,2020-07-04
,157,point,39,2 wk ahead inc death,2020-06-28,2020-07-11
,195,point,39,3 wk ahead inc death,2020-06-28,2020-07-18
,236,point,39,4 wk ahead inc death,2020-06-28,2020-07-25
,24,point,40,1 wk ahead inc death,2020-06-28,2020-07-04
,34,point,40,2 wk ahead inc death,2020-06-28,2020-07-11
,46,point,40,3 wk ahead inc death,2020-06-28,2020-07-18
,61,point,40,4 wk ahead inc death,2020-06-28,2020-07-25
,17,point,41,1 wk ahead inc death,2020-06-28,2020-07-04
,19,point,41,2 wk ahead inc death,2020-06-28,2020-07-11
,21,point,41,3 wk ahead inc death,2020-06-28,2020-07-18
,22,point,41,4 wk ahead inc death,2020-06-28,2020-07-25
,159,point,42,1 wk ahead inc death,2020-06-28,2020-07-04
,148,point,42,2 wk ahead inc death,2020-06-28,2020-07-11
,147,point,42,3 wk ahead inc death,2020-06-28,2020-07-18
,143,point,42,4 wk ahead inc death,2020-06-28,2020-07-25
,20,point,44,1 wk ahead inc death,2020-06-28,2020-07-04
,12,point,44,2 wk ahead inc death,2020-06-28,2020-07-11
,8,point,44,3 wk ahead inc death,2020-06-28,2020-07-18
,4,point,44,4 wk ahead inc death,2020-06-28,2020-07-25
,92,point,45,1 wk ahead inc death,2020-06-28,2020-07-04
,116,point,45,2 wk ahead inc death,2020-06-28,2020-07-11
,155,point,45,3 wk ahead inc death,2020-06-28,2020-07-18
,190,point,45,4 wk ahead inc death,2020-06-28,2020-07-25
,7,point,46,1 wk ahead inc death,2020-06-28,2020-07-04
,7,point,46,2 wk ahead inc death,2020-06-28,2020-07-11
,7,point,46,3 wk ahead inc death,2020-06-28,2020-07-18
,6,point,46,4 wk ahead inc death,2020-06-28,2020-07-25
,51,point,47,1 wk ahead inc death,2020-06-28,2020-07-04
,45,point,47,2 wk ahead inc death,2020-06-28,2020-07-11
,40,point,47,3 wk ahead inc death,2020-06-28,2020-07-18
,33,point,47,4 wk ahead inc death,2020-06-28,2020-07-25
,312,point,48,1 wk ahead inc death,2020-06-28,2020-07-04
,422,point,48,2 wk ahead inc death,2020-06-28,2020-07-11
,574,point,48,3 wk ahead inc death,2020-06-28,2020-07-18
,759,point,48,4 wk ahead inc death,2020-06-28,2020-07-25
,18,point,49,1 wk ahead inc death,2020-06-28,2020-07-04
,20,point,49,2 wk ahead inc death,2020-06-28,2020-07-11
,23,point,49,3 wk ahead inc death,2020-06-28,2020-07-18
,23,point,49,4 wk ahead inc death,2020-06-28,2020-07-25
,93,point,51,1 wk ahead inc death,2020-06-28,2020-07-04
,100,point,51,2 wk ahead inc death,2020-06-28,2020-07-11
,112,point,51,3 wk ahead inc death,2020-06-28,2020-07-18
,120,point,51,4 wk ahead inc death,2020-06-28,2020-07-25
,0,point,50,1 wk ahead inc death,2020-06-28,2020-07-04
,0,point,50,2 wk ahead inc death,2020-06-28,2020-07-11
,0,point,50,3 wk ahead inc death,2020-06-28,2020-07-18
,0,point,50,4 wk ahead inc death,2020-06-28,2020-07-25
,49,point,53,1 wk ahead inc death,2020-06-28,2020-07-04
,50,point,53,2 wk ahead inc death,2020-06-28,2020-07-11
,50,point,53,3 wk ahead inc death,2020-06-28,2020-07-18
,48,point,53,4 wk ahead inc death,2020-06-28,2020-07-25
,45,point,55,1 wk ahead inc death,2020-06-28,2020-07-04
,55,point,55,2 wk ahead inc death,2020-06-28,2020-07-11
,70,point,55,3 wk ahead inc death,2020-06-28,2020-07-18
,88,point,55,4 wk ahead inc death,2020-06-28,2020-07-25
,4,point,54,1 wk ahead inc death,2020-06-28,2020-07-04
,4,point,54,2 wk ahead inc death,2020-06-28,2020-07-11
,5,point,54,3 wk ahead inc death,2020-06-28,2020-07-18
,6,point,54,4 wk ahead inc death,2020-06-28,2020-07-25
,1,point,56,1 wk ahead inc death,2020-06-28,2020-07-04
,2,point,56,2 wk ahead inc death,2020-06-28,2020-07-11
,2,point,56,3 wk ahead inc death,2020-06-28,2020-07-18
,2,point,56,4 wk ahead inc death,2020-06-28,2020-07-25
,130023,point,US,1 wk ahead cum death,2020-06-28,2020-07-04
,135682,point,US,2 wk ahead cum death,2020-06-28,2020-07-11
,142376,point,US,3 wk ahead cum death,2020-06-28,2020-07-18
,150931,point,US,4 wk ahead cum death,2020-06-28,2020-07-25
,15,point,02,1 wk ahead cum death,2020-06-28,2020-07-04
,17,point,02,2 wk ahead cum death,2020-06-28,2020-07-11
,19,point,02,3 wk ahead cum death,2020-06-28,2020-07-18
,22,point,02,4 wk ahead cum death,2020-06-28,2020-07-25
,988,point,01,1 wk ahead cum death,2020-06-28,2020-07-04
,1068,point,01,2 wk ahead cum death,2020-06-28,2020-07-11
,1149,point,01,3 wk ahead cum death,2020-06-28,2020-07-18
,1232,point,01,4 wk ahead cum death,2020-06-28,2020-07-25
,307,point,05,1 wk ahead cum death,2020-06-28,2020-07-04
,362,point,05,2 wk ahead cum death,2020-06-28,2020-07-11
,423,point,05,3 wk ahead cum death,2020-06-28,2020-07-18
,486,point,05,4 wk ahead cum death,2020-06-28,2020-07-25
,1886,point,04,1 wk ahead cum death,2020-06-28,2020-07-04
,2344,point,04,2 wk ahead cum death,2020-06-28,2020-07-11
,2946,point,04,3 wk ahead cum death,2020-06-28,2020-07-18
,3701,point,04,4 wk ahead cum death,2020-06-28,2020-07-25
,6347,point,06,1 wk ahead cum death,2020-06-28,2020-07-04
,6869,point,06,2 wk ahead cum death,2020-06-28,2020-07-11
,7438,point,06,3 wk ahead cum death,2020-06-28,2020-07-18
,8042,point,06,4 wk ahead cum death,2020-06-28,2020-07-25
,1705,point,08,1 wk ahead cum death,2020-06-28,2020-07-04
,1742,point,08,2 wk ahead cum death,2020-06-28,2020-07-11
,1783,point,08,3 wk ahead cum death,2020-06-28,2020-07-18
,1829,point,08,4 wk ahead cum death,2020-06-28,2020-07-25
,4350,point,09,1 wk ahead cum death,2020-06-28,2020-07-04
,4379,point,09,2 wk ahead cum death,2020-06-28,2020-07-11
,4399,point,09,3 wk ahead cum death,2020-06-28,2020-07-18
,4414,point,09,4 wk ahead cum death,2020-06-28,2020-07-25
,559,point,11,1 wk ahead cum death,2020-06-28,2020-07-04
,568,point,11,2 wk ahead cum death,2020-06-28,2020-07-11
,574,point,11,3 wk ahead cum death,2020-06-28,2020-07-18
,578,point,11,4 wk ahead cum death,2020-06-28,2020-07-25
,545,point,10,1 wk ahead cum death,2020-06-28,2020-07-04
,590,point,10,2 wk ahead cum death,2020-06-28,2020-07-11
,634,point,10,3 wk ahead cum death,2020-06-28,2020-07-18
,679,point,10,4 wk ahead cum death,2020-06-28,2020-07-25
,3867,point,12,1 wk ahead cum death,2020-06-28,2020-07-04
,4815,point,12,2 wk ahead cum death,2020-06-28,2020-07-11
,6747,point,12,3 wk ahead cum death,2020-06-28,2020-07-18
,10256,point,12,4 wk ahead cum death,2020-06-28,2020-07-25
,2986,point,13,1 wk ahead cum death,2020-06-28,2020-07-04
,3330,point,13,2 wk ahead cum death,2020-06-28,2020-07-11
,3837,point,13,3 wk ahead cum death,2020-06-28,2020-07-18
,4596,point,13,4 wk ahead cum death,2020-06-28,2020-07-25
,19,point,15,1 wk ahead cum death,2020-06-28,2020-07-04
,20,point,15,2 wk ahead cum death,2020-06-28,2020-07-11
,23,point,15,3 wk ahead cum death,2020-06-28,2020-07-18
,26,point,15,4 wk ahead cum death,2020-06-28,2020-07-25
,726,point,19,1 wk ahead cum death,2020-06-28,2020-07-04
,752,point,19,2 wk ahead cum death,2020-06-28,2020-07-11
,781,point,19,3 wk ahead cum death,2020-06-28,2020-07-18
,815,point,19,4 wk ahead cum death,2020-06-28,2020-07-25
,95,point,16,1 wk ahead cum death,2020-06-28,2020-07-04
,104,point,16,2 wk ahead cum death,2020-06-28,2020-07-11
,117,point,16,3 wk ahead cum death,2020-06-28,2020-07-18
,137,point,16,4 wk ahead cum death,2020-06-28,2020-07-25
,7069,point,17,1 wk ahead cum death,2020-06-28,2020-07-04
,7263,point,17,2 wk ahead cum death,2020-06-28,2020-07-11
,7442,point,17,3 wk ahead cum death,2020-06-28,2020-07-18
,7616,point,17,4 wk ahead cum death,2020-06-28,2020-07-25
,2692,point,18,1 wk ahead cum death,2020-06-28,2020-07-04
,2777,point,18,2 wk ahead cum death,2020-06-28,2020-07-11
,2868,point,18,3 wk ahead cum death,2020-06-28,2020-07-18
,2960,point,18,4 wk ahead cum death,2020-06-28,2020-07-25
,282,point,20,1 wk ahead cum death,2020-06-28,2020-07-04
,303,point,20,2 wk ahead cum death,2020-06-28,2020-07-11
,332,point,20,3 wk ahead cum death,2020-06-28,2020-07-18
,370,point,20,4 wk ahead cum death,2020-06-28,2020-07-25
,582,point,21,1 wk ahead cum death,2020-06-28,2020-07-04
,612,point,21,2 wk ahead cum death,2020-06-28,2020-07-11
,643,point,21,3 wk ahead cum death,2020-06-28,2020-07-18
,674,point,21,4 wk ahead cum death,2020-06-28,2020-07-25
,3290,point,22,1 wk ahead cum death,2020-06-28,2020-07-04
,3419,point,22,2 wk ahead cum death,2020-06-28,2020-07-11
,3570,point,22,3 wk ahead cum death,2020-06-28,2020-07-18
,3756,point,22,4 wk ahead cum death,2020-06-28,2020-07-25
,8190,point,25,1 wk ahead cum death,2020-06-28,2020-07-04
,8320,point,25,2 wk ahead cum death,2020-06-28,2020-07-11
,8425,point,25,3 wk ahead cum death,2020-06-28,2020-07-18
,8513,point,25,4 wk ahead cum death,2020-06-28,2020-07-25
,3239,point,24,1 wk ahead cum death,2020-06-28,2020-07-04
,3307,point,24,2 wk ahead cum death,2020-06-28,2020-07-11
,3364,point,24,3 wk ahead cum death,2020-06-28,2020-07-18
,3409,point,24,4 wk ahead cum death,2020-06-28,2020-07-25
,106,point,23,1 wk ahead cum death,2020-06-28,2020-07-04
,109,point,23,2 wk ahead cum death,2020-06-28,2020-07-11
,113,point,23,3 wk ahead cum death,2020-06-28,2020-07-18
,117,point,23,4 wk ahead cum death,2020-06-28,2020-07-25
,6215,point,26,1 wk ahead cum death,2020-06-28,2020-07-04
,6290,point,26,2 wk ahead cum death,2020-06-28,2020-07-11
,6381,point,26,3 wk ahead cum death,2020-06-28,2020-07-18
,6486,point,26,4 wk ahead cum death,2020-06-28,2020-07-25
,1501,point,27,1 wk ahead cum death,2020-06-28,2020-07-04
,1542,point,27,2 wk ahead cum death,2020-06-28,2020-07-11
,1580,point,27,3 wk ahead cum death,2020-06-28,2020-07-18
,1613,point,27,4 wk ahead cum death,2020-06-28,2020-07-25
,1048,point,29,1 wk ahead cum death,2020-06-28,2020-07-04
,1095,point,29,2 wk ahead cum death,2020-06-28,2020-07-11
,1137,point,29,3 wk ahead cum death,2020-06-28,2020-07-18
,1174,point,29,4 wk ahead cum death,2020-06-28,2020-07-25
,1106,point,28,1 wk ahead cum death,2020-06-28,2020-07-04
,1194,point,28,2 wk ahead cum death,2020-06-28,2020-07-11
,1297,point,28,3 wk ahead cum death,2020-06-28,2020-07-18
,1410,point,28,4 wk ahead cum death,2020-06-28,2020-07-25
,24,point,30,1 wk ahead cum death,2020-06-28,2020-07-04
,27,point,30,2 wk ahead cum death,2020-06-28,2020-07-11
,31,point,30,3 wk ahead cum death,2020-06-28,2020-07-18
,36,point,30,4 wk ahead cum death,2020-06-28,2020-07-25
,1444,point,37,1 wk ahead cum death,2020-06-28,2020-07-04
,1552,point,37,2 wk ahead cum death,2020-06-28,2020-07-11
,1656,point,37,3 wk ahead cum death,2020-06-28,2020-07-18
,1753,point,37,4 wk ahead cum death,2020-06-28,2020-07-25
,81,point,38,1 wk ahead cum death,2020-06-28,2020-07-04
,84,point,38,2 wk ahead cum death,2020-06-28,2020-07-11
,87,point,38,3 wk ahead cum death,2020-06-28,2020-07-18
,89,point,38,4 wk ahead cum death,2020-06-28,2020-07-25
,281,point,31,1 wk ahead cum death,2020-06-28,2020-07-04
,297,point,31,2 wk ahead cum death,2020-06-28,2020-07-11
,311,point,31,3 wk ahead cum death,2020-06-28,2020-07-18
,323,point,31,4 wk ahead cum death,2020-06-28,2020-07-25
,382,point,33,1 wk ahead cum death,2020-06-28,2020-07-04
,398,point,33,2 wk ahead cum death,2020-06-28,2020-07-11
,411,point,33,3 wk ahead cum death,2020-06-28,2020-07-18
,421,point,33,4 wk ahead cum death,2020-06-28,2020-07-25
,15261,point,34,1 wk ahead cum death,2020-06-28,2020-07-04
,15472,point,34,2 wk ahead cum death,2020-06-28,2020-07-11
,15598,point,34,3 wk ahead cum death,2020-06-28,2020-07-18
,15672,point,34,4 wk ahead cum death,2020-06-28,2020-07-25
,513,point,35,1 wk ahead cum death,2020-06-28,2020-07-04
,536,point,35,2 wk ahead cum death,2020-06-28,2020-07-11
,558,point,35,3 wk ahead cum death,2020-06-28,2020-07-18
,579,point,35,4 wk ahead cum death,2020-06-28,2020-07-25
,522,point,32,1 wk ahead cum death,2020-06-28,2020-07-04
,554,point,32,2 wk ahead cum death,2020-06-28,2020-07-11
,595,point,32,3 wk ahead cum death,2020-06-28,2020-07-18
,642,point,32,4 wk ahead cum death,2020-06-28,2020-07-25
,31581,point,36,1 wk ahead cum death,2020-06-28,2020-07-04
,31763,point,36,2 wk ahead cum death,2020-06-28,2020-07-11
,31917,point,36,3 wk ahead cum death,2020-06-28,2020-07-18
,32045,point,36,4 wk ahead cum death,2020-06-28,2020-07-25
,2922,point,39,1 wk ahead cum death,2020-06-28,2020-07-04
,3076,point,39,2 wk ahead cum death,2020-06-28,2020-07-11
,3268,point,39,3 wk ahead cum death,2020-06-28,2020-07-18
,3502,point,39,4 wk ahead cum death,2020-06-28,2020-07-25
,405,point,40,1 wk ahead cum death,2020-06-28,2020-07-04
,438,point,40,2 wk ahead cum death,2020-06-28,2020-07-11
,484,point,40,3 wk ahead cum death,2020-06-28,2020-07-18
,543,point,40,4 wk ahead cum death,2020-06-28,2020-07-25
,216,point,41,1 wk ahead cum death,2020-06-28,2020-07-04
,236,point,41,2 wk ahead cum death,2020-06-28,2020-07-11
,257,point,41,3 wk ahead cum death,2020-06-28,2020-07-18
,280,point,41,4 wk ahead cum death,2020-06-28,2020-07-25
,6743,point,42,1 wk ahead cum death,2020-06-28,2020-07-04
,6897,point,42,2 wk ahead cum death,2020-06-28,2020-07-11
,7051,point,42,3 wk ahead cum death,2020-06-28,2020-07-18
,7191,point,42,4 wk ahead cum death,2020-06-28,2020-07-25
,945,point,44,1 wk ahead cum death,2020-06-28,2020-07-04
,958,point,44,2 wk ahead cum death,2020-06-28,2020-07-11
,967,point,44,3 wk ahead cum death,2020-06-28,2020-07-18
,972,point,44,4 wk ahead cum death,2020-06-28,2020-07-25
,792,point,45,1 wk ahead cum death,2020-06-28,2020-07-04
,907,point,45,2 wk ahead cum death,2020-06-28,2020-07-11
,1055,point,45,3 wk ahead cum death,2020-06-28,2020-07-18
,1259,point,45,4 wk ahead cum death,2020-06-28,2020-07-25
,97,point,46,1 wk ahead cum death,2020-06-28,2020-07-04
,104,point,46,2 wk ahead cum death,2020-06-28,2020-07-11
,111,point,46,3 wk ahead cum death,2020-06-28,2020-07-18
,117,point,46,4 wk ahead cum death,2020-06-28,2020-07-25
,628,point,47,1 wk ahead cum death,2020-06-28,2020-07-04
,675,point,47,2 wk ahead cum death,2020-06-28,2020-07-11
,716,point,47,3 wk ahead cum death,2020-06-28,2020-07-18
,752,point,47,4 wk ahead cum death,2020-06-28,2020-07-25
,2665,point,48,1 wk ahead cum death,2020-06-28,2020-07-04
,3076,point,48,2 wk ahead cum death,2020-06-28,2020-07-11
,3632,point,48,3 wk ahead cum death,2020-06-28,2020-07-18
,4382,point,48,4 wk ahead cum death,2020-06-28,2020-07-25
,183,point,49,1 wk ahead cum death,2020-06-28,2020-07-04
,203,point,49,2 wk ahead cum death,2020-06-28,2020-07-11
,227,point,49,3 wk ahead cum death,2020-06-28,2020-07-18
,252,point,49,4 wk ahead cum death,2020-06-28,2020-07-25
,1811,point,51,1 wk ahead cum death,2020-06-28,2020-07-04
,1912,point,51,2 wk ahead cum death,2020-06-28,2020-07-11
,2024,point,51,3 wk ahead cum death,2020-06-28,2020-07-18
,2150,point,51,4 wk ahead cum death,2020-06-28,2020-07-25
,56,point,50,1 wk ahead cum death,2020-06-28,2020-07-04
,57,point,50,2 wk ahead cum death,2020-06-28,2020-07-11
,57,point,50,3 wk ahead cum death,2020-06-28,2020-07-18
,57,point,50,4 wk ahead cum death,2020-06-28,2020-07-25
,1352,point,53,1 wk ahead cum death,2020-06-28,2020-07-04
,1404,point,53,2 wk ahead cum death,2020-06-28,2020-07-11
,1455,point,53,3 wk ahead cum death,2020-06-28,2020-07-18
,1506,point,53,4 wk ahead cum death,2020-06-28,2020-07-25
,815,point,55,1 wk ahead cum death,2020-06-28,2020-07-04
,870,point,55,2 wk ahead cum death,2020-06-28,2020-07-11
,940,point,55,3 wk ahead cum death,2020-06-28,2020-07-18
,1024,point,55,4 wk ahead cum death,2020-06-28,2020-07-25
,96,point,54,1 wk ahead cum death,2020-06-28,2020-07-04
,100,point,54,2 wk ahead cum death,2020-06-28,2020-07-11
,106,point,54,3 wk ahead cum death,2020-06-28,2020-07-18
,112,point,54,4 wk ahead cum death,2020-06-28,2020-07-25
,21,point,56,1 wk ahead cum death,2020-06-28,2020-07-04
,23,point,56,2 wk ahead cum death,2020-06-28,2020-07-11
,25,point,56,3 wk ahead cum death,2020-06-28,2020-07-18
,28,point,56,4 wk ahead cum death,2020-06-28,2020-07-25
,4312,point,US,1 wk ahead inc death,2020-07-05,2020-07-11
,5170,point,US,2 wk ahead inc death,2020-07-05,2020-07-18
,5709,point,US,3 wk ahead inc death,2020-07-05,2020-07-25
,6286,point,US,4 wk ahead inc death,2020-07-05,2020-08-01
,2,point,02,1 wk ahead inc death,2020-07-05,2020-07-11
,4,point,02,2 wk ahead inc death,2020-07-05,2020-07-18
,6,point,02,3 wk ahead inc death,2020-07-05,2020-07-25
,10,point,02,4 wk ahead inc death,2020-07-05,2020-08-01
,84,point,01,1 wk ahead inc death,2020-07-05,2020-07-11
,106,point,01,2 wk ahead inc death,2020-07-05,2020-07-18
,116,point,01,3 wk ahead inc death,2020-07-05,2020-07-25
,122,point,01,4 wk ahead inc death,2020-07-05,2020-08-01
,30,point,05,1 wk ahead inc death,2020-07-05,2020-07-11
,31,point,05,2 wk ahead inc death,2020-07-05,2020-07-18
,28,point,05,3 wk ahead inc death,2020-07-05,2020-07-25
,26,point,05,4 wk ahead inc death,2020-07-05,2020-08-01
,0,point,60,1 wk ahead inc death,2020-07-05,2020-07-11
,0,point,60,2 wk ahead inc death,2020-07-05,2020-07-18
,0,point,60,3 wk ahead inc death,2020-07-05,2020-07-25
,0,point,60,4 wk ahead inc death,2020-07-05,2020-08-01
,268,point,04,1 wk ahead inc death,2020-07-05,2020-07-11
,317,point,04,2 wk ahead inc death,2020-07-05,2020-07-18
,332,point,04,3 wk ahead inc death,2020-07-05,2020-07-25
,332,point,04,4 wk ahead inc death,2020-07-05,2020-08-01
,471,point,06,1 wk ahead inc death,2020-07-05,2020-07-11
,556,point,06,2 wk ahead inc death,2020-07-05,2020-07-18
,633,point,06,3 wk ahead inc death,2020-07-05,2020-07-25
,691,point,06,4 wk ahead inc death,2020-07-05,2020-08-01
,23,point,08,1 wk ahead inc death,2020-07-05,2020-07-11
,25,point,08,2 wk ahead inc death,2020-07-05,2020-07-18
,25,point,08,3 wk ahead inc death,2020-07-05,2020-07-25
,22,point,08,4 wk ahead inc death,2020-07-05,2020-08-01
,15,point,09,1 wk ahead inc death,2020-07-05,2020-07-11
,10,point,09,2 wk ahead inc death,2020-07-05,2020-07-18
,6,point,09,3 wk ahead inc death,2020-07-05,2020-07-25
,3,point,09,4 wk ahead inc death,2020-07-05,2020-08-01
,9,point,11,1 wk ahead inc death,2020-07-05,2020-07-11
,7,point,11,2 wk ahead inc death,2020-07-05,2020-07-18
,6,point,11,3 wk ahead inc death,2020-07-05,2020-07-25
,4,point,11,4 wk ahead inc death,2020-07-05,2020-08-01
,17,point,10,1 wk ahead inc death,2020-07-05,2020-07-11
,18,point,10,2 wk ahead inc death,2020-07-05,2020-07-18
,17,point,10,3 wk ahead inc death,2020-07-05,2020-07-25
,15,point,10,4 wk ahead inc death,2020-07-05,2020-08-01
,486,point,12,1 wk ahead inc death,2020-07-05,2020-07-11
,754,point,12,2 wk ahead inc death,2020-07-05,2020-07-18
,1102,point,12,3 wk ahead inc death,2020-07-05,2020-07-25
,1603,point,12,4 wk ahead inc death,2020-07-05,2020-08-01
,139,point,13,1 wk ahead inc death,2020-07-05,2020-07-11
,189,point,13,2 wk ahead inc death,2020-07-05,2020-07-18
,243,point,13,3 wk ahead inc death,2020-07-05,2020-07-25
,306,point,13,4 wk ahead inc death,2020-07-05,2020-08-01
,0,point,66,1 wk ahead inc death,2020-07-05,2020-07-11
,0,point,66,2 wk ahead inc death,2020-07-05,2020-07-18
,0,point,66,3 wk ahead inc death,2020-07-05,2020-07-25
,0,point,66,4 wk ahead inc death,2020-07-05,2020-08-01
,1,point,15,1 wk ahead inc death,2020-07-05,2020-07-11
,1,point,15,2 wk ahead inc death,2020-07-05,2020-07-18
,2,point,15,3 wk ahead inc death,2020-07-05,2020-07-25
,2,point,15,4 wk ahead inc death,2020-07-05,2020-08-01
,13,point,19,1 wk ahead inc death,2020-07-05,2020-07-11
,15,point,19,2 wk ahead inc death,2020-07-05,2020-07-18
,15,point,19,3 wk ahead inc death,2020-07-05,2020-07-25
,15,point,19,4 wk ahead inc death,2020-07-05,2020-08-01
,5,point,16,1 wk ahead inc death,2020-07-05,2020-07-11
,8,point,16,2 wk ahead inc death,2020-07-05,2020-07-18
